경기,25.7
서울,26.5
부산,31.6
경상,24.8
인천,27.3
대구,28.4
경상,21.1
충청남도,20.1
전라북도,20.9
대전,27.3
광주,27.2
전라남도,17.7
강원,20.8
충청북도,20
울산,27.7
제주,38.3
세종,15.9
